id_url;url;url2
108;https://www.moneytimes.com.br/xp-inclui-magazine-luiza-e-notredame-em-carteira-recomendada-semanal/;"""https://www.moneytimes.com.br/xp-inclui-magazine-luiza-e-notredame-em-carteira-recomendada-semanal/"""
109;https://www.moneytimes.com.br/btg-realiza-tres-trocas-em-sua-carteira-recomendada-semanal-veja/;"""https://www.moneytimes.com.br/btg-realiza-tres-trocas-em-sua-carteira-recomendada-semanal-veja/"""
110;https://www.moneytimes.com.br/xp-mantem-somente-itau-e-petrobras-em-carteira-recomendada-semanal/;"""https://www.moneytimes.com.br/xp-mantem-somente-itau-e-petrobras-em-carteira-recomendada-semanal/"""
111;https://www.moneytimes.com.br/guide-realiza-tres-trocas-em-sua-carteira-recomendada-semanal/;"""https://www.moneytimes.com.br/guide-realiza-tres-trocas-em-sua-carteira-recomendada-semanal/"""
112;https://www.moneytimes.com.br/btg-realiza-duas-trocas-em-sua-carteira-recomendada-semanal/;"""https://www.moneytimes.com.br/btg-realiza-duas-trocas-em-sua-carteira-recomendada-semanal/"""
113;https://www.moneytimes.com.br/elite-substitui-slc-agricola-por-duratex-na-carteira-da-semana/;"""https://www.moneytimes.com.br/elite-substitui-slc-agricola-por-duratex-na-carteira-da-semana/"""
114;https://www.moneytimes.com.br/terra-troca-iguatemi-por-lojas-renner-na-carteira-recomendada-da-semana/;"""https://www.moneytimes.com.br/terra-troca-iguatemi-por-lojas-renner-na-carteira-recomendada-da-semana/"""
115;https://www.moneytimes.com.br/guide-troca-quatro-acoes-e-mantem-csn-na-carteira-recomendada-da-semana/;"""https://www.moneytimes.com.br/guide-troca-quatro-acoes-e-mantem-csn-na-carteira-recomendada-da-semana/"""
116;https://www.moneytimes.com.br/ativa-realiza-duas-trocas-em-sua-carteira-semanal-veja/;"""https://www.moneytimes.com.br/ativa-realiza-duas-trocas-em-sua-carteira-semanal-veja/"""
117;https://www.moneytimes.com.br/necton-substitui-via-varejo-e-bradesco-por-tupy-e-ca-na-carteira-da-semana/;"""https://www.moneytimes.com.br/necton-substitui-via-varejo-e-bradesco-por-tupy-e-ca-na-carteira-da-semana/"""
118;https://www.moneytimes.com.br/elite-troca-acoes-da-via-varejo-por-slc-agricola-na-carteira-da-semana/;"""https://www.moneytimes.com.br/elite-troca-acoes-da-via-varejo-por-slc-agricola-na-carteira-da-semana/"""
119;https://www.moneytimes.com.br/xp-troca-tres-ativos-em-carteira-recomendada-semanal-veja-o-novo-portfolio/;"""https://www.moneytimes.com.br/xp-troca-tres-ativos-em-carteira-recomendada-semanal-veja-o-novo-portfolio/"""
120;https://www.moneytimes.com.br/banco-do-brasil-camil-e-eztec-entram-em-carteira-recomendada-semanal-da-mycap/;"""https://www.moneytimes.com.br/banco-do-brasil-camil-e-eztec-entram-em-carteira-recomendada-semanal-da-mycap/"""
121;https://www.moneytimes.com.br/veja-as-acoes-indicadas-pela-terra-para-a-carteira-recomendada-semanal/;"""https://www.moneytimes.com.br/veja-as-acoes-indicadas-pela-terra-para-a-carteira-recomendada-semanal/"""
122;https://www.moneytimes.com.br/slc-agricola-e-iochpe-maxion-entram-na-carteira-semanal-da-ativa/;"""https://www.moneytimes.com.br/slc-agricola-e-iochpe-maxion-entram-na-carteira-semanal-da-ativa/"""
123;https://www.moneytimes.com.br/necton-indica-cinco-novas-acoes-para-apostar-na-semana-2/;"""https://www.moneytimes.com.br/necton-indica-cinco-novas-acoes-para-apostar-na-semana-2/"""
124;https://www.moneytimes.com.br/elite-realiza-duas-trocas-em-sua-carteira-recomendada-semanal/;"""https://www.moneytimes.com.br/elite-realiza-duas-trocas-em-sua-carteira-recomendada-semanal/"""
125;https://www.moneytimes.com.br/ativa-realiza-tres-mudancas-em-sua-carteira-recomendada-semanal/;"""https://www.moneytimes.com.br/ativa-realiza-tres-mudancas-em-sua-carteira-recomendada-semanal/"""
126;https://www.moneytimes.com.br/guide-troca-jbs-por-b2w-na-carteira-recomendada-da-semana/;"""https://www.moneytimes.com.br/guide-troca-jbs-por-b2w-na-carteira-recomendada-da-semana/"""
